Year,Month,Type,Category,Reporting Year,Reporting Month,Count
2023,10,TXDPS,Homicide,2019,6,30
2023,10,TXDPS,Homicide,2019,7,18
2023,10,TXDPS,Homicide,2019,8,30
2023,10,TXDPS,Homicide,2019,9,24
2023,10,TXDPS,Homicide,2019,10,29
2023,10,HCDC,Sexual Assault,2023,1,27
2023,10,HCDC,Sexual Assault,2023,2,48
2023,10,HCDC,Sexual Assault,2023,3,37
2023,10,HCDC,Sexual Assault,2023,4,30
2023,10,HCDC,Sexual Assault,2023,5,50
2023,10,HCDC,Sexual Assault,2023,6,43
2023,10,HCDC,Sexual Assault,2023,7,32
2023,10,HCDC,Sexual Assault,2023,8,30
2023,10,HCDC,Sexual Assault,2023,9,35
2023,10,HCDC,Sexual Assault,2023,10,35
2023,10,HCDC,Sexual Assault,2022,1,26
2023,10,HCDC,Sexual Assault,2022,2,33
2023,10,HCDC,Sexual Assault,2022,3,51
2023,10,HCDC,Sexual Assault,2022,4,37
2023,10,HCDC,Sexual Assault,2022,5,32
2023,10,HCDC,Sexual Assault,2022,6,32
2023,10,HCDC,Sexual Assault,2022,7,55
2023,10,HCDC,Sexual Assault,2022,8,34
2023,10,HCDC,Sexual Assault,2022,9,29
2023,10,HCDC,Sexual Assault,2022,10,35
2023,10,HCDC,Sexual Assault,2021,1,39
2023,10,HCDC,Sexual Assault,2021,2,41
2023,10,HCDC,Sexual Assault,2021,3,59
2023,10,HCDC,Sexual Assault,2021,4,54
2023,10,HCDC,Sexual Assault,2021,5,47
2023,10,HCDC,Sexual Assault,2021,6,52
2023,10,HCDC,Sexual Assault,2021,7,59
2023,10,HCDC,Sexual Assault,2021,8,53
2023,10,HCDC,Sexual Assault,2021,9,44
2023,10,HCDC,Sexual Assault,2021,10,52
2023,10,HCDC,Sexual Assault,2020,1,54
2023,10,HCDC,Sexual Assault,2020,2,45
2023,10,HCDC,Sexual Assault,2020,3,46
2023,10,HCDC,Sexual Assault,2020,4,39
2023,10,HCDC,Sexual Assault,2020,5,29
2023,10,HCDC,Sexual Assault,2020,6,31
2023,10,HCDC,Sexual Assault,2020,7,59
2023,10,HCDC,Sexual Assault,2020,8,56
2023,10,HCDC,Sexual Assault,2020,9,38
2023,10,HCDC,Sexual Assault,2020,10,33
2023,10,HCDC,Sexual Assault,2019,1,40
2023,10,HCDC,Sexual Assault,2019,2,39
2023,10,HCDC,Sexual Assault,2019,3,33
2023,10,HCDC,Sexual Assault,2019,4,51
2023,10,HCDC,Sexual Assault,2019,5,45
2023,10,HCDC,Sexual Assault,2019,6,54
2023,10,HCDC,Sexual Assault,2019,7,37
2023,10,HCDC,Sexual Assault,2019,8,52
2023,10,HCDC,Sexual Assault,2019,9,56
2023,10,HCDC,Sexual Assault,2019,10,42
2023,10,TXDPS,Sexual Assault,2023,1,324
2023,10,TXDPS,Sexual Assault,2023,2,308
2023,10,TXDPS,Sexual Assault,2023,3,430
2023,10,TXDPS,Sexual Assault,2023,4,320
2023,10,TXDPS,Sexual Assault,2023,5,364
2023,10,TXDPS,Sexual Assault,2023,6,333
2023,10,TXDPS,Sexual Assault,2023,7,319
2023,10,TXDPS,Sexual Assault,2023,8,321
2023,10,TXDPS,Sexual Assault,2023,9,256
2023,10,TXDPS,Sexual Assault,2023,10,254
2023,10,TXDPS,Sexual Assault,2022,1,335
2023,10,TXDPS,Sexual Assault,2022,2,290
2023,10,TXDPS,Sexual Assault,2022,3,360
2023,10,TXDPS,Sexual Assault,2022,4,346
2023,10,TXDPS,Sexual Assault,2022,5,351
2023,10,TXDPS,Sexual Assault,2022,6,327
2023,10,TXDPS,Sexual Assault,2022,7,343
2023,10,TXDPS,Sexual Assault,2022,8,342
2023,10,TXDPS,Sexual Assault,2022,9,306
2023,10,TXDPS,Sexual Assault,2022,10,369
2023,10,TXDPS,Sexual Assault,2021,1,327
2023,10,TXDPS,Sexual Assault,2021,2,295
2023,10,TXDPS,Sexual Assault,2021,3,378
2023,10,TXDPS,Sexual Assault,2021,4,351
2023,10,TXDPS,Sexual Assault,2021,5,352
2023,10,TXDPS,Sexual Assault,2021,6,387
2023,10,TXDPS,Sexual Assault,2021,7,316
2023,10,TXDPS,Sexual Assault,2021,8,322
2023,10,TXDPS,Sexual Assault,2021,9,323
2023,10,TXDPS,Sexual Assault,2021,10,379
2023,10,TXDPS,Sexual Assault,2020,1,231
2023,10,TXDPS,Sexual Assault,2020,2,303
2023,10,TXDPS,Sexual Assault,2020,3,310
2023,10,TXDPS,Sexual Assault,2020,4,275
2023,10,TXDPS,Sexual Assault,2020,5,334
2023,10,TXDPS,Sexual Assault,2020,6,356
2023,10,TXDPS,Sexual Assault,2020,7,290
2023,10,TXDPS,Sexual Assault,2020,8,333
2023,10,TXDPS,Sexual Assault,2020,9,331
2023,10,TXDPS,Sexual Assault,2020,10,317
2023,10,TXDPS,Sexual Assault,2019,1,215
2023,10,TXDPS,Sexual Assault,2019,2,192
2023,10,TXDPS,Sexual Assault,2019,3,202
2023,10,TXDPS,Sexual Assault,2019,4,224
2023,10,TXDPS,Sexual Assault,2019,5,187
2023,10,TXDPS,Sexual Assault,2019,6,204
2023,10,TXDPS,Sexual Assault,2019,7,212
2023,10,TXDPS,Sexual Assault,2019,8,214
2023,10,TXDPS,Sexual Assault,2019,9,194
2023,10,TXDPS,Sexual Assault,2019,10,211
2023,10,HCDC,Weapon Offenses,2023,1,493
2023,10,HCDC,Weapon Offenses,2023,2,496
2023,10,HCDC,Weapon Offenses,2023,3,494
2023,10,HCDC,Weapon Offenses,2023,4,481
2023,10,HCDC,Weapon Offenses,2023,5,490
2023,10,HCDC,Weapon Offenses,2023,6,456
2023,10,HCDC,Weapon Offenses,2023,7,463
2023,10,HCDC,Weapon Offenses,2023,8,385
2023,10,HCDC,Weapon Offenses,2023,9,334
2023,10,HCDC,Weapon Offenses,2023,10,328
2023,10,HCDC,Weapon Offenses,2022,1,527
2023,10,HCDC,Weapon Offenses,2022,2,519
2023,10,HCDC,Weapon Offenses,2022,3,518
2023,10,HCDC,Weapon Offenses,2022,4,525
2023,10,HCDC,Weapon Offenses,2022,5,552
2023,10,HCDC,Weapon Offenses,2022,6,505
2023,10,HCDC,Weapon Offenses,2022,7,516
2023,10,HCDC,Weapon Offenses,2022,8,581
2023,10,HCDC,Weapon Offenses,2022,9,494
2023,10,HCDC,Weapon Offenses,2022,10,510
2023,10,HCDC,Weapon Offenses,2021,1,313
2023,10,HCDC,Weapon Offenses,2021,2,248
2023,10,HCDC,Weapon Offenses,2021,3,327
2023,10,HCDC,Weapon Offenses,2021,4,275
2023,10,HCDC,Weapon Offenses,2021,5,361
2023,10,HCDC,Weapon Offenses,2021,6,356
2023,10,HCDC,Weapon Offenses,2021,7,333
2023,10,HCDC,Weapon Offenses,2021,8,332
2023,10,HCDC,Weapon Offenses,2021,9,475
2023,10,HCDC,Weapon Offenses,2021,10,446
2023,10,HCDC,Weapon Offenses,2020,1,204
2023,10,HCDC,Weapon Offenses,2020,2,163
2023,10,HCDC,Weapon Offenses,2020,3,162
2023,10,HCDC,Weapon Offenses,2020,4,190
2023,10,HCDC,Weapon Offenses,2020,5,279
2023,10,HCDC,Weapon Offenses,2020,6,201
2023,10,HCDC,Weapon Offenses,2020,7,211
2023,10,HCDC,Weapon Offenses,2020,8,290
2023,10,HCDC,Weapon Offenses,2020,9,282
2023,10,HCDC,Weapon Offenses,2020,10,322
2023,10,HCDC,Weapon Offenses,2019,1,179
2023,10,HCDC,Weapon Offenses,2019,2,127
2023,10,HCDC,Weapon Offenses,2019,3,170
2023,10,HCDC,Weapon Offenses,2019,4,161
2023,10,HCDC,Weapon Offenses,2019,5,167
2023,10,HCDC,Weapon Offenses,2019,6,150
2023,10,HCDC,Weapon Offenses,2019,7,176
2023,10,HCDC,Weapon Offenses,2019,8,180
2023,10,HCDC,Weapon Offenses,2019,9,162
2023,10,HCDC,Weapon Offenses,2019,10,169
2023,10,TXDPS,Weapon Offenses,2023,1,537
2023,10,TXDPS,Weapon Offenses,2023,2,392
2023,10,TXDPS,Weapon Offenses,2023,3,536
2023,10,TXDPS,Weapon Offenses,2023,4,438
2023,10,TXDPS,Weapon Offenses,2023,5,522
2023,10,TXDPS,Weapon Offenses,2023,6,445
2023,10,TXDPS,Weapon Offenses,2023,7,483
2023,10,TXDPS,Weapon Offenses,2023,8,445
2023,10,TXDPS,Weapon Offenses,2023,9,414
2023,10,TXDPS,Weapon Offenses,2023,10,418
2023,10,TXDPS,Weapon Offenses,2022,1,629
2023,10,TXDPS,Weapon Offenses,2022,2,614
2023,10,TXDPS,Weapon Offenses,2022,3,661
2023,10,TXDPS,Weapon Offenses,2022,4,572
2023,10,TXDPS,Weapon Offenses,2022,5,561
2023,10,TXDPS,Weapon Offenses,2022,6,552
2023,10,TXDPS,Weapon Offenses,2022,7,597
2023,10,TXDPS,Weapon Offenses,2022,8,598
2023,10,TXDPS,Weapon Offenses,2022,9,551
2023,10,TXDPS,Weapon Offenses,2022,10,596
2023,10,TXDPS,Weapon Offenses,2021,1,604
2023,10,TXDPS,Weapon Offenses,2021,2,513
2023,10,TXDPS,Weapon Offenses,2021,3,661
2023,10,TXDPS,Weapon Offenses,2021,4,575
2023,10,TXDPS,Weapon Offenses,2021,5,636
2023,10,TXDPS,Weapon Offenses,2021,6,596
2023,10,TXDPS,Weapon Offenses,2021,7,615
2023,10,TXDPS,Weapon Offenses,2021,8,582
2023,10,TXDPS,Weapon Offenses,2021,9,612
2023,10,TXDPS,Weapon Offenses,2021,10,554
2023,10,TXDPS,Weapon Offenses,2020,1,238
2023,10,TXDPS,Weapon Offenses,2020,2,312
2023,10,TXDPS,Weapon Offenses,2020,3,322
2023,10,TXDPS,Weapon Offenses,2020,4,314
2023,10,TXDPS,Weapon Offenses,2020,5,501
2023,10,TXDPS,Weapon Offenses,2020,6,355
2023,10,TXDPS,Weapon Offenses,2020,7,449
2023,10,TXDPS,Weapon Offenses,2020,8,514
2023,10,TXDPS,Weapon Offenses,2020,9,519
2023,10,TXDPS,Weapon Offenses,2020,10,586
2023,10,TXDPS,Weapon Offenses,2019,1,186
2023,10,TXDPS,Weapon Offenses,2019,2,162
2023,10,TXDPS,Weapon Offenses,2019,3,191
2023,10,TXDPS,Weapon Offenses,2019,4,174
2023,10,TXDPS,Weapon Offenses,2019,5,155
2023,10,TXDPS,Weapon Offenses,2019,6,174
2023,10,TXDPS,Weapon Offenses,2019,7,204
2023,10,TXDPS,Weapon Offenses,2019,8,217
2023,10,TXDPS,Weapon Offenses,2019,9,212
2023,10,TXDPS,Weapon Offenses,2019,10,198
2023,11,HCDC,Aggravated Assault,2023,1,461
2023,11,HCDC,Aggravated Assault,2023,2,356
2023,11,HCDC,Aggravated Assault,2023,3,464
2023,11,HCDC,Aggravated Assault,2023,4,464
2023,11,HCDC,Aggravated Assault,2023,5,547
2023,11,HCDC,Aggravated Assault,2023,6,469
2023,11,HCDC,Aggravated Assault,2023,7,470
2023,11,HCDC,Aggravated Assault,2023,8,472
2023,11,HCDC,Aggravated Assault,2023,9,414
2023,11,HCDC,Aggravated Assault,2023,10,395
2023,11,HCDC,Aggravated Assault,2023,11,396
2023,11,HCDC,Aggravated Assault,2022,1,386
2023,11,HCDC,Aggravated Assault,2022,2,354
2023,11,HCDC,Aggravated Assault,2022,3,368
2023,11,HCDC,Aggravated Assault,2022,4,363
2023,11,HCDC,Aggravated Assault,2022,5,416
2023,11,HCDC,Aggravated Assault,2022,6,384
2023,11,HCDC,Aggravated Assault,2022,7,434
2023,11,HCDC,Aggravated Assault,2022,8,395
2023,11,HCDC,Aggravated Assault,2022,9,394
2023,11,HCDC,Aggravated Assault,2022,10,440
2023,11,HCDC,Aggravated Assault,2022,11,432
2023,11,HCDC,Aggravated Assault,2021,1,428
2023,11,HCDC,Aggravated Assault,2021,2,345
2023,11,HCDC,Aggravated Assault,2021,3,406
2023,11,HCDC,Aggravated Assault,2021,4,456
2023,11,HCDC,Aggravated Assault,2021,5,468
2023,11,HCDC,Aggravated Assault,2021,6,407
2023,11,HCDC,Aggravated Assault,2021,7,455
2023,11,HCDC,Aggravated Assault,2021,8,430
2023,11,HCDC,Aggravated Assault,2021,9,376
2023,11,HCDC,Aggravated Assault,2021,10,429
2023,11,HCDC,Aggravated Assault,2021,11,351
2023,11,HCDC,Aggravated Assault,2020,1,320
2023,11,HCDC,Aggravated Assault,2020,2,270
2023,11,HCDC,Aggravated Assault,2020,3,304
2023,11,HCDC,Aggravated Assault,2020,4,359
2023,11,HCDC,Aggravated Assault,2020,5,417
2023,11,HCDC,Aggravated Assault,2020,6,343
2023,11,HCDC,Aggravated Assault,2020,7,341
2023,11,HCDC,Aggravated Assault,2020,8,368
2023,11,HCDC,Aggravated Assault,2020,9,361
2023,11,HCDC,Aggravated Assault,2020,10,370
2023,11,HCDC,Aggravated Assault,2020,11,403
2023,11,HCDC,Aggravated Assault,2019,1,215
2023,11,HCDC,Aggravated Assault,2019,2,171
2023,11,HCDC,Aggravated Assault,2019,3,197
2023,11,HCDC,Aggravated Assault,2019,4,234
2023,11,HCDC,Aggravated Assault,2019,5,268
2023,11,HCDC,Aggravated Assault,2019,6,268
2023,11,HCDC,Aggravated Assault,2019,7,277
2023,11,HCDC,Aggravated Assault,2019,8,270
2023,11,HCDC,Aggravated Assault,2019,9,260
2023,11,HCDC,Aggravated Assault,2019,10,275
2023,11,HCDC,Aggravated Assault,2019,11,237
2023,11,TXDPS,Aggravated Assault,2023,1,1895
2023,11,TXDPS,Aggravated Assault,2023,2,1244
2023,11,TXDPS,Aggravated Assault,2023,3,2163
2023,11,TXDPS,Aggravated Assault,2023,4,2100
2023,11,TXDPS,Aggravated Assault,2023,5,2106
2023,11,TXDPS,Aggravated Assault,2023,6,2002
2023,11,TXDPS,Aggravated Assault,2023,7,2118
2023,11,TXDPS,Aggravated Assault,2023,8,2128
2023,11,TXDPS,Aggravated Assault,2023,9,2071
2023,11,TXDPS,Aggravated Assault,2023,10,2032
2023,11,TXDPS,Aggravated Assault,2023,11,1930
2023,11,TXDPS,Aggravated Assault,2022,1,2112
2023,11,TXDPS,Aggravated Assault,2022,2,1871
2023,11,TXDPS,Aggravated Assault,2022,3,2150
2023,11,TXDPS,Aggravated Assault,2022,4,2105
2023,11,TXDPS,Aggravated Assault,2022,5,2432
2023,11,TXDPS,Aggravated Assault,2022,6,2043
2023,11,TXDPS,Aggravated Assault,2022,7,2225
2023,11,TXDPS,Aggravated Assault,2022,8,2137
2023,11,TXDPS,Aggravated Assault,2022,9,2084
2023,11,TXDPS,Aggravated Assault,2022,10,2009
2023,11,TXDPS,Aggravated Assault,2022,11,1924
2023,11,TXDPS,Aggravated Assault,2021,1,2227
2023,11,TXDPS,Aggravated Assault,2021,2,1863
2023,11,TXDPS,Aggravated Assault,2021,3,2092
2023,11,TXDPS,Aggravated Assault,2021,4,2243
2023,11,TXDPS,Aggravated Assault,2021,5,2451
2023,11,TXDPS,Aggravated Assault,2021,6,2452
2023,11,TXDPS,Aggravated Assault,2021,7,2479
2023,11,TXDPS,Aggravated Assault,2021,8,2310
2023,11,TXDPS,Aggravated Assault,2021,9,2180
2023,11,TXDPS,Aggravated Assault,2021,10,2262
2023,11,TXDPS,Aggravated Assault,2021,11,1929
2023,11,TXDPS,Aggravated Assault,2020,1,1358
2023,11,TXDPS,Aggravated Assault,2020,2,1539
2023,11,TXDPS,Aggravated Assault,2020,3,1977
2023,11,TXDPS,Aggravated Assault,2020,4,2087
2023,11,TXDPS,Aggravated Assault,2020,5,2489
2023,11,TXDPS,Aggravated Assault,2020,6,2222
2023,11,TXDPS,Aggravated Assault,2020,7,2335
2023,11,TXDPS,Aggravated Assault,2020,8,2535
2023,11,TXDPS,Aggravated Assault,2020,9,2156
2023,11,TXDPS,Aggravated Assault,2020,10,2484
2023,11,TXDPS,Aggravated Assault,2020,11,2198
2023,11,TXDPS,Aggravated Assault,2019,1,1038
2023,11,TXDPS,Aggravated Assault,2019,2,986
2023,11,TXDPS,Aggravated Assault,2019,3,1255
2023,11,TXDPS,Aggravated Assault,2019,4,1179
2023,11,TXDPS,Aggravated Assault,2019,5,1398
2023,11,TXDPS,Aggravated Assault,2019,6,1298
2023,11,TXDPS,Aggravated Assault,2019,7,1339
2023,11,TXDPS,Aggravated Assault,2019,8,1345
2023,11,TXDPS,Aggravated Assault,2019,9,1437
2023,11,TXDPS,Aggravated Assault,2019,10,1389
2023,11,TXDPS,Aggravated Assault,2019,11,1328
2023,11,HCDC,Homicide,2023,1,35
2023,11,HCDC,Homicide,2023,2,26
2023,11,HCDC,Homicide,2023,3,41
2023,11,HCDC,Homicide,2023,4,39
2023,11,HCDC,Homicide,2023,5,35
2023,11,HCDC,Homicide,2023,6,40
2023,11,HCDC,Homicide,2023,7,33
2023,11,HCDC,Homicide,2023,8,42
2023,11,HCDC,Homicide,2023,9,28
2023,11,HCDC,Homicide,2023,10,24
2023,11,HCDC,Homicide,2023,11,36
2023,11,HCDC,Homicide,2022,1,36
2023,11,HCDC,Homicide,2022,2,41
2023,11,HCDC,Homicide,2022,3,30
2023,11,HCDC,Homicide,2022,4,41
2023,11,HCDC,Homicide,2022,5,39
2023,11,HCDC,Homicide,2022,6,54
2023,11,HCDC,Homicide,2022,7,49
2023,11,HCDC,Homicide,2022,8,63
2023,11,HCDC,Homicide,2022,9,48
2023,11,HCDC,Homicide,2022,10,36
2023,11,HCDC,Homicide,2022,11,31
2023,11,HCDC,Homicide,2021,1,38
2023,11,HCDC,Homicide,2021,2,33
2023,11,HCDC,Homicide,2021,3,43
2023,11,HCDC,Homicide,2021,4,58
2023,11,HCDC,Homicide,2021,5,31
2023,11,HCDC,Homicide,2021,6,30
2023,11,HCDC,Homicide,2021,7,62
2023,11,HCDC,Homicide,2021,8,37
2023,11,HCDC,Homicide,2021,9,56
2023,11,HCDC,Homicide,2021,10,36
2023,11,HCDC,Homicide,2021,11,27
2023,11,HCDC,Homicide,2020,1,26
2023,11,HCDC,Homicide,2020,2,24
2023,11,HCDC,Homicide,2020,3,22
2023,11,HCDC,Homicide,2020,4,38
2023,11,HCDC,Homicide,2020,5,45
2023,11,HCDC,Homicide,2020,6,26
2023,11,HCDC,Homicide,2020,7,30
2023,11,HCDC,Homicide,2020,8,29
2023,11,HCDC,Homicide,2020,9,33
2023,11,HCDC,Homicide,2020,10,51
2023,11,HCDC,Homicide,2020,11,26
2023,11,HCDC,Homicide,2019,1,23
2023,11,HCDC,Homicide,2019,2,14
2023,11,HCDC,Homicide,2019,3,21
2023,11,HCDC,Homicide,2019,4,24
2023,11,HCDC,Homicide,2019,5,33
2023,11,HCDC,Homicide,2019,6,33
2023,11,HCDC,Homicide,2019,7,31
2023,11,HCDC,Homicide,2019,8,31
2023,11,HCDC,Homicide,2019,9,19
2023,11,HCDC,Homicide,2019,10,22
2023,11,HCDC,Homicide,2019,11,19
2023,11,TXDPS,Homicide,2023,1,47
2023,11,TXDPS,Homicide,2023,2,29
2023,11,TXDPS,Homicide,2023,3,29
2023,11,TXDPS,Homicide,2023,4,32
2023,11,TXDPS,Homicide,2023,5,50
2023,11,TXDPS,Homicide,2023,6,31
2023,11,TXDPS,Homicide,2023,7,50
2023,11,TXDPS,Homicide,2023,8,43
2023,11,TXDPS,Homicide,2023,9,42
2023,11,TXDPS,Homicide,2023,10,33
2023,11,TXDPS,Homicide,2023,11,34
2023,11,TXDPS,Homicide,2022,1,62
2023,11,TXDPS,Homicide,2022,2,53
2023,11,TXDPS,Homicide,2022,3,39
2023,11,TXDPS,Homicide,2022,4,52
2023,11,TXDPS,Homicide,2022,5,56
2023,11,TXDPS,Homicide,2022,6,69
2023,11,TXDPS,Homicide,2022,7,51
2023,11,TXDPS,Homicide,2022,8,44
2023,11,TXDPS,Homicide,2022,9,48
2023,11,TXDPS,Homicide,2022,10,56
2023,11,TXDPS,Homicide,2022,11,45
2023,11,TXDPS,Homicide,2021,1,49
2023,11,TXDPS,Homicide,2021,2,49
2023,11,TXDPS,Homicide,2021,3,52
2023,11,TXDPS,Homicide,2021,4,54
2023,11,TXDPS,Homicide,2021,5,61
2023,11,TXDPS,Homicide,2021,6,64
2023,11,TXDPS,Homicide,2021,7,40
2023,11,TXDPS,Homicide,2021,8,51
2023,11,TXDPS,Homicide,2021,9,65
2023,11,TXDPS,Homicide,2021,10,74
2023,11,TXDPS,Homicide,2021,11,47
2023,11,TXDPS,Homicide,2020,1,32
2023,11,TXDPS,Homicide,2020,2,27
2023,11,TXDPS,Homicide,2020,3,38
2023,11,TXDPS,Homicide,2020,4,55
2023,11,TXDPS,Homicide,2020,5,47
2023,11,TXDPS,Homicide,2020,6,43
2023,11,TXDPS,Homicide,2020,7,41
2023,11,TXDPS,Homicide,2020,8,53
2023,11,TXDPS,Homicide,2020,9,50
2023,11,TXDPS,Homicide,2020,10,67
2023,11,TXDPS,Homicide,2020,11,53
2023,11,TXDPS,Homicide,2019,1,22
2023,11,TXDPS,Homicide,2019,2,25
2023,11,TXDPS,Homicide,2019,3,23
2023,11,TXDPS,Homicide,2019,4,22
2023,11,TXDPS,Homicide,2019,5,19
2023,11,TXDPS,Homicide,2019,6,30
2023,11,TXDPS,Homicide,2019,7,18
2023,11,TXDPS,Homicide,2019,8,30
2023,11,TXDPS,Homicide,2019,9,24
2023,11,TXDPS,Homicide,2019,10,29
2023,11,TXDPS,Homicide,2019,11,32
2023,11,HCDC,Sexual Assault,2023,1,27
2023,11,HCDC,Sexual Assault,2023,2,48
2023,11,HCDC,Sexual Assault,2023,3,37
2023,11,HCDC,Sexual Assault,2023,4,30
2023,11,HCDC,Sexual Assault,2023,5,50
2023,11,HCDC,Sexual Assault,2023,6,43
2023,11,HCDC,Sexual Assault,2023,7,32
2023,11,HCDC,Sexual Assault,2023,8,30
2023,11,HCDC,Sexual Assault,2023,9,35
2023,11,HCDC,Sexual Assault,2023,10,35
2023,11,HCDC,Sexual Assault,2023,11,47
2023,11,HCDC,Sexual Assault,2022,1,26
2023,11,HCDC,Sexual Assault,2022,2,33
2023,11,HCDC,Sexual Assault,2022,3,51
2023,11,HCDC,Sexual Assault,2022,4,37
2023,11,HCDC,Sexual Assault,2022,5,32
2023,11,HCDC,Sexual Assault,2022,6,32
2023,11,HCDC,Sexual Assault,2022,7,55
2023,11,HCDC,Sexual Assault,2022,8,34
2023,11,HCDC,Sexual Assault,2022,9,30
2023,11,HCDC,Sexual Assault,2022,10,35
2023,11,HCDC,Sexual Assault,2022,11,35
2023,11,HCDC,Sexual Assault,2021,1,39
2023,11,HCDC,Sexual Assault,2021,2,41
2023,11,HCDC,Sexual Assault,2021,3,59
2023,11,HCDC,Sexual Assault,2021,4,54
2023,11,HCDC,Sexual Assault,2021,5,47
2023,11,HCDC,Sexual Assault,2021,6,52
2023,11,HCDC,Sexual Assault,2021,7,59
2023,11,HCDC,Sexual Assault,2021,8,54
2023,11,HCDC,Sexual Assault,2021,9,44
2023,11,HCDC,Sexual Assault,2021,10,52
2023,11,HCDC,Sexual Assault,2021,11,31
2023,11,HCDC,Sexual Assault,2020,1,54
2023,11,HCDC,Sexual Assault,2020,2,45
2023,11,HCDC,Sexual Assault,2020,3,47
2023,11,HCDC,Sexual Assault,2020,4,39
2023,11,HCDC,Sexual Assault,2020,5,29
2023,11,HCDC,Sexual Assault,2020,6,31
2023,11,HCDC,Sexual Assault,2020,7,59
2023,11,HCDC,Sexual Assault,2020,8,56
2023,11,HCDC,Sexual Assault,2020,9,38
2023,11,HCDC,Sexual Assault,2020,10,33
2023,11,HCDC,Sexual Assault,2020,11,31
2023,11,HCDC,Sexual Assault,2019,1,40
2023,11,HCDC,Sexual Assault,2019,2,39
2023,11,HCDC,Sexual Assault,2019,3,33
2023,11,HCDC,Sexual Assault,2019,4,51
2023,11,HCDC,Sexual Assault,2019,5,45
2023,11,HCDC,Sexual Assault,2019,6,54
2023,11,HCDC,Sexual Assault,2019,7,37
2023,11,HCDC,Sexual Assault,2019,8,52
2023,11,HCDC,Sexual Assault,2019,9,56
2023,11,HCDC,Sexual Assault,2019,10,42
2023,11,HCDC,Sexual Assault,2019,11,53
2023,11,TXDPS,Sexual Assault,2023,1,326
2023,11,TXDPS,Sexual Assault,2023,2,314
2023,11,TXDPS,Sexual Assault,2023,3,432
2023,11,TXDPS,Sexual Assault,2023,4,329
2023,11,TXDPS,Sexual Assault,2023,5,366
2023,11,TXDPS,Sexual Assault,2023,6,337
2023,11,TXDPS,Sexual Assault,2023,7,327
2023,11,TXDPS,Sexual Assault,2023,8,331
2023,11,TXDPS,Sexual Assault,2023,9,272
2023,11,TXDPS,Sexual Assault,2023,10,304
2023,11,TXDPS,Sexual Assault,2023,11,268
2023,11,TXDPS,Sexual Assault,2022,1,339
2023,11,TXDPS,Sexual Assault,2022,2,290
2023,11,TXDPS,Sexual Assault,2022,3,360
2023,11,TXDPS,Sexual Assault,2022,4,347
2023,11,TXDPS,Sexual Assault,2022,5,353
2023,11,TXDPS,Sexual Assault,2022,6,330
2023,11,TXDPS,Sexual Assault,2022,7,345
2023,11,TXDPS,Sexual Assault,2022,8,342
2023,11,TXDPS,Sexual Assault,2022,9,308
2023,11,TXDPS,Sexual Assault,2022,10,371
2023,11,TXDPS,Sexual Assault,2022,11,304
2023,11,TXDPS,Sexual Assault,2021,1,328
2023,11,TXDPS,Sexual Assault,2021,2,295
2023,11,TXDPS,Sexual Assault,2021,3,380
2023,11,TXDPS,Sexual Assault,2021,4,351
2023,11,TXDPS,Sexual Assault,2021,5,353
2023,11,TXDPS,Sexual Assault,2021,6,387
2023,11,TXDPS,Sexual Assault,2021,7,316
2023,11,TXDPS,Sexual Assault,2021,8,322
2023,11,TXDPS,Sexual Assault,2021,9,326
2023,11,TXDPS,Sexual Assault,2021,10,379
2023,11,TXDPS,Sexual Assault,2021,11,322
2023,11,TXDPS,Sexual Assault,2020,1,234
2023,11,TXDPS,Sexual Assault,2020,2,303
2023,11,TXDPS,Sexual Assault,2020,3,310
2023,11,TXDPS,Sexual Assault,2020,4,274
2023,11,TXDPS,Sexual Assault,2020,5,334
2023,11,TXDPS,Sexual Assault,2020,6,356
2023,11,TXDPS,Sexual Assault,2020,7,292
2023,11,TXDPS,Sexual Assault,2020,8,333
2023,11,TXDPS,Sexual Assault,2020,9,331
2023,11,TXDPS,Sexual Assault,2020,10,317
2023,11,TXDPS,Sexual Assault,2020,11,312
2023,11,TXDPS,Sexual Assault,2019,1,216
2023,11,TXDPS,Sexual Assault,2019,2,192
2023,11,TXDPS,Sexual Assault,2019,3,202
2023,11,TXDPS,Sexual Assault,2019,4,224
2023,11,TXDPS,Sexual Assault,2019,5,188
2023,11,TXDPS,Sexual Assault,2019,6,204
2023,11,TXDPS,Sexual Assault,2019,7,212
2023,11,TXDPS,Sexual Assault,2019,8,215
2023,11,TXDPS,Sexual Assault,2019,9,194
2023,11,TXDPS,Sexual Assault,2019,10,211
2023,11,TXDPS,Sexual Assault,2019,11,211
2023,11,HCDC,Weapon Offenses,2023,1,494
2023,11,HCDC,Weapon Offenses,2023,2,496
2023,11,HCDC,Weapon Offenses,2023,3,496
2023,11,HCDC,Weapon Offenses,2023,4,483
2023,11,HCDC,Weapon Offenses,2023,5,490
2023,11,HCDC,Weapon Offenses,2023,6,458
2023,11,HCDC,Weapon Offenses,2023,7,463
2023,11,HCDC,Weapon Offenses,2023,8,388
2023,11,HCDC,Weapon Offenses,2023,9,334
2023,11,HCDC,Weapon Offenses,2023,10,328
2023,11,HCDC,Weapon Offenses,2023,11,279
2023,11,HCDC,Weapon Offenses,2022,1,527
2023,11,HCDC,Weapon Offenses,2022,2,519
2023,11,HCDC,Weapon Offenses,2022,3,518
2023,11,HCDC,Weapon Offenses,2022,4,525
